BWM-01-onion-cold-mendeley,Onion dataset (bagian onion dari COLD - Chilli and Onion Leaf Dataset),"bawang merah (Allium cepa, India)",purple blotch (Alternaria porri/trotol); Iris yellow virus (IYSV); Stemphylium leaf blight + Colletotrichum leaf blight (gabungan); healthy,gambar,JPG dalam 3 arsip RAR,7004 gambar (4502 teraugmentasi berlabel + 816 mentah berlabel + 1686 tanpa label),Mendeley Data (Elsevier),https://data.mendeley.com/datasets/7nxxn4gj5s/2,CC BY 4.0,2024,2026-08-25,datasets/priority/bawang-merah/BWM-01-onion-cold-mendeley,111.1 MB,lihat-SHA256SUMS,diunduh,sebagian,"Set teraugmentasi cocok PERSIS dengan artikel Data in Brief (4502: healthy 1278, IYSV 1272, leaf blight 1217, purple blotch 735). Set mentah: diklaim 864, terhitung 816 (selisih 48) -> karena itu 'sebagian'. Bawang bombay India (Koppal, Karnataka), BUKAN shallot Indonesia. Augmentasi 5,5x tercampur - risiko kebocoran data bila split acak. purple blotch hanya 18 gambar asli. Stemphylium+Colletotrichum digabung jadi satu kelas. Artikel merujuk v3 tapi repositori hanya punya v1-v2 (v3/v4 -> error 404). Lisensi dataset CC BY 4.0 vs artikel CC BY-NC - tidak cocok."
BWM-02-onion-bulb-leaf-mendeley,Image Dataset of Red and White Onion Bulbs and Leaves,"bawang merah (Allium cepa, red/white onion)",TIDAK ADA nama penyakit - hanya biner Healthy/Unhealthy,gambar,JPG dalam ZIP,"diklaim 16300, terhitung 16300 (cocok persis)",Mendeley Data (Elsevier),https://data.mendeley.com/datasets/42bcyncfhy/2,CC BY 4.0,2026,2026-08-25,datasets/priority/bawang-merah/BWM-02-onion-bulb-leaf-mendeley,1.61 GB,e09611742de689e0a95ca07be2d2ee25bba446f268a2d185d2c5baa45bdc76b3,diunduh,terverifikasi,"testzip() -> None (CRC bersih), tanpa password, 16323 entri = 16300 JPG + 23 direktori. TIDAK ADA LABEL PENYAKIT - batas pemakaian utama. 75% isinya umbi (12260) bukan daun (4040); daun bergejala hanya 2020. 'Red onion' = bawang bombay kulit merah, BUKAN A. cepa var. aggregatum Indonesia. Cacah terlalu rapi (1010 berulang di 8 kelas) -> dugaan studio/augmentasi. Asal geografis tidak dinyatakan. Unduhan putus di 933 MB, dilanjut dengan curl -C -."
BWM-03-tom2024-multicrop,"TOM2024: citra hama & penyakit tomat, bawang, dan jagung",tomat; bawang; jagung,30 kelas hama & penyakit (rincian tidak terbaca),gambar,tidak diketahui,diklaim 25844 mentah + 12227 berlabel; terhitung 0,Mendeley Data (Elsevier),https://data.mendeley.com/datasets/3d4yg89rtr,CC BY 4.0,2024,2026-08-25,datasets/additional/BWM-03-tom2024-multicrop,tidak diketahui,tidak-berlaku,gagal,belum,"DOI aktif & metadata DataCite lengkap, tapi berkas tidak terjangkau. /versions -> v1 'available:true'; /files?folder_id=root&version=1 -> array KOSONG; endpoint metadata -> 'error - dataset not found'; /folders -> 404; halaman web ber-JS tidak terbaca. Dicoba ~25 menit, sempat 502 & 500. BUKAN masalah login sehingga 'gagal', bukan 'terhalang-akun'. Pembuat WASCAL (Afrika Barat). Relevan untuk agen tomat - jangan diasumsikan bisa diunduh."
BWM-A04-garlic-tipburn-bangladesh,A comprehensive dataset of garlic leaf images for the identification of Tipburn disease in Bangladesh,bawang putih (Allium sativum),Tipburn (gangguan fisiologis/abiotik); Healthy,gambar,JPG dalam ZIP,"7444 gambar (Healthy 3454 + Affected 3990), termasuk versi asli & teraugmentasi",Mendeley Data (Elsevier),https://data.mendeley.com/datasets/wcgx6bbvw7/1,CC BY 4.0,2025,2026-08-25,-,4.81 GB,tidak-berlaku,terlalu-besar,tidak-berlaku,"4810.9 MB dalam SATU zip - melewati batas 3 GB per dataset dan sumber tidak menyediakan subset resmi terpisah. Allium tapi bawang putih, dan Tipburn adalah gangguan fisiologis (bukan patogen), sehingga relevansinya ke penyakit bawang merah rendah. Metadata dicatat lengkap untuk rujukan."
BWM-A05-ieee-shallot-dataset,"Shallot Dataset (data sensor IoT budidaya bawang merah, Brebes)",bawang merah (shallot),"tidak ada - bukan data penyakit; kelembapan tanah & pH dalam 3 kondisi (Ideal, Wet, Dry)",tabular,CSV,"tidak diketahui - berkas data belum diunggah, hanya readme.txt",IEEE DataPort,https://ieee-dataport.org/documents/shallot-dataset,tidak dinyatakan,2025,2026-08-25,-,tidak diketahui,tidak-berlaku,terhalang-akun,tidak-berlaku,"Halaman menyatakan 'This dataset requires an IEEE DataPort Subscription to access'; status 'Not logged in'. TIDAK ditembus. Satu-satunya dataset ber-DOI dari peneliti Indonesia (Freddy Artadima Silaban, ITB) dengan lokasi Brebes yang ditemukan, tetapi isinya sensor IoT 74 hari (kelembapan tanah & pH), BUKAN citra atau catatan penyakit. DOI 10.21227/aq18-8k05."
BWM-A06-roboflow-onion-leaf-disease,Onion Leaf Disease Object Detection Dataset (Roboflow Universe),bawang (onion),Healthy; Rust; Botrytis Leaf Blight; Downy Mildew; Purple Blotch,gambar,format deteksi objek Roboflow,tidak diketahui,Roboflow Universe,https://universe.roboflow.com/school-0xa1n/onion-leaf-disease-eh38e,tidak dinyatakan,tidak diketahui,2026-08-25,-,tidak diketahui,tidak-berlaku,terhalang-akun,tidak-berlaku,"Halaman -> HTTP 403. API tanpa kunci -> {'error':{'message':'This method requires your API key.','type':'OAuthException'}}. TIDAK ditembus. Kelasnya paling dekat dengan kebutuhan bawang merah Indonesia (memuat Downy Mildew & Purple Blotch sekaligus) sehingga sayang terhalang."
BWM-A07-yolo-odd-icar-dogr,"Dataset penyakit foliar bawang (YOLO-ODD, ICAR-DOGR Pune)",bawang (onion),Anthracnose; Healthy; Purple blotch; Stemphylium blight; Twister disease,gambar,tidak diketahui,1000 gambar asli (1391 setelah augmentasi),artikel Frontiers in Plant Science 2025 (10.3389/fpls.2025.1551794),https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1551794/full,tidak dinyatakan,2025,2026-08-25,-,tidak diketahui,tidak-berlaku,ditemukan,tidak-berlaku,"Pernyataan ketersediaan data: 'The raw data ... will be made available by the authors, without undue reservation' - TANPA repositori, DOI, atau nomor aksesi. Dataset nyata tapi tidak dideposit; hanya bisa lewat permintaan ke penulis. Dikumpulkan di ICAR-Directorate of Onion and Garlic Research, Pune, India. Kelas 'Twister disease' tidak ada di dataset lain yang ditemukan."
BWM-A08-josh-mobilenetv2-shallot,Klasifikasi Penyakit Daun Bawang Merah Menggunakan MobileNetV2 CNN (JOSH),"bawang merah (shallot, Indonesia)",downy mildew; healthy; leaf blight; moler (basal rot); purple blotch,gambar,tidak diketahui,1188 gambar (rincian per kelas tidak disebut),Journal of Information System Research (JOSH),https://ejurnal.seminar-id.com/index.php/josh/article/view/10575,tidak dinyatakan,2026,2026-08-25,-,tidak diketahui,tidak-berlaku,ditolak,tidak-berlaku,"ARTIKEL JURNAL, bukan dataset - halaman menyatakan 'Download data is not yet available'. Tidak ada URL repositori, tidak ada DOI dataset, wilayah pengambilan tidak disebut. INI PALING MENYAKITKAN: satu-satunya dataset dengan lima kelas yang persis cocok untuk Indonesia (termasuk MOLER dan TROTOL) - dan tidak dipublikasikan."
BWM-A09-cold-chilli-koppal,chilli dataset (bagian cabai dari COLD),cabai (Capsicum),Healthy; Cercospora; Mites and thrips; Nutritional Deficiency; Powdery Mildew,gambar,JPG dalam arsip,10987 teraugmentasi (2064 mentah),Mendeley Data (Elsevier),https://data.mendeley.com/datasets/tf9dtfz9m6/2,CC BY 4.0,2024,2026-08-25,datasets/priority/cabai/CAB-11-cold-chilli-koppal,tidak diunduh olehku,tidak-berlaku,ditolak,tidak-berlaku,"DUPLIKASI DICEGAH: separuh cabai dari COLD, pasangan BWM-01. Diserahkan ke agen cabai dan sudah diklaim sebagai CAB-11-cold-chilli-koppal. Tidak diunduh ulang di sini."
BWM-A10-ipb-fusarium-multispektral,Sistem Deteksi Penyakit Layu Fusarium pada Bawang Merah dengan Machine Learning berbasis Citra Multispektral,"bawang merah (shallot, Indonesia)",layu fusarium / moler,gambar (multispektral),tidak diketahui,tidak diketahui,Repositori IPB University (skripsi/tesis),https://repository.ipb.ac.id/handle/123456789/147573,tidak dinyatakan,tidak diketahui,2026-08-25,-,tidak diketahui,tidak-berlaku,ditolak,tidak-berlaku,"REPOSITORI TUGAS AKHIR, bukan dataset yang bisa diunduh - yang tersedia dokumen tesis, bukan citra. Sangat relevan secara isi: akuisisi di Desa Wanasari, Kecamatan Wanasari, Kabupaten Brebes, Jawa Tengah (sentra bawang merah nasional) dengan citra multispektral drone untuk MOLER. Layak dikejar lewat permintaan langsung ke penulis/IPB."
